PRODUCT_ID;NAME;VALUE;valueInt;valueFloat
15711;Structure Hitpoints;40;40;0
15711;Powergrid Usage;1;1;0
15711;CPU usage;16;16;0
15711;Activation time / duration;20000;0;20000
15711;Primary Skill required;3394;0;3394
15711;Tech Level;1;0;1
15711;Meta Level;9;9;0
15711;EM Damage Resistance Bonus;-55;0;-55
15711;Explosive Damage Resistance Bonus;0;0;0
15711;Kinetic Damage Resistance Bonus;0;0;0
15711;Thermal Damage Resistance Bonus;0;0;0
15711;Overload hardening bonus;20;0;20
15711;Heat Damage;6,6;0;6,6
15711;Required Thermodynamics Level;1;1;0
15719;Activation Cost;10;10;0
15719;Structure Hitpoints;40;40;0
15719;Powergrid Usage;1;1;0
15719;CPU usage;33;33;0
15719;Activation time / duration;20000;0;20000
15719;Primary Skill required;3394;0;3394
15719;Tech Level;1;0;1
15719;Meta Level;8;8;0
15719;EM Damage Resistance Bonus;-50;0;-50
15719;Explosive Damage Resistance Bonus;0;0;0
15719;Kinetic Damage Resistance Bonus;0;0;0
15719;Thermal Damage Resistance Bonus;0;0;0
15719;Overload hardening bonus;20;0;20
15719;Heat Damage;6,6;0;6,6
15719;Required Thermodynamics Level;1;1;0
15228;Structure Hitpoints;40;40;0
15228;Powergrid Usage;1;1;0
15228;CPU usage;28;28;0
15228;Armor Hitpoint Bonus;1;0;1
15228;Primary Skill required;3394;3394;0
15228;Tech Level;1;1;0
15228;Meta Level;11;11;0
15228;EM Damage Resistance Bonus;0;0;0
15228;Explosive Damage Resistance Bonus;-41,5;0;-41,5
15228;Kinetic Damage Resistance Bonus;0;0;0
15228;Thermal Damage Resistance Bonus;0;0;0
15230;Structure Hitpoints;40;40;0
15230;Powergrid Usage;1;1;0
15230;CPU usage;30;30;0
15230;Armor Hitpoint Bonus;1;0;1
15230;Primary Skill required;3394;3394;0
15230;Tech Level;1;1;0
15230;Meta Level;12;12;0
15230;EM Damage Resistance Bonus;0;0;0
15230;Explosive Damage Resistance Bonus;-43;0;-43
15230;Kinetic Damage Resistance Bonus;0;0;0
15230;Thermal Damage Resistance Bonus;0;0;0
15232;Structure Hitpoints;40;40;0
15232;Powergrid Usage;1;1;0
15232;CPU usage;32;32;0
15232;Armor Hitpoint Bonus;1;0;1
15232;Primary Skill required;3394;3394;0
15232;Tech Level;1;1;0
15232;Meta Level;13;13;0
15232;EM Damage Resistance Bonus;0;0;0
15232;Explosive Damage Resistance Bonus;-44,5;0;-44,5
15232;Kinetic Damage Resistance Bonus;0;0;0
15232;Thermal Damage Resistance Bonus;0;0;0
15234;Structure Hitpoints;40;40;0
15234;Powergrid Usage;1;1;0
15234;CPU usage;34;34;0
15234;Armor Hitpoint Bonus;1;0;1
15234;Primary Skill required;3394;3394;0
15234;Tech Level;1;1;0
15234;Meta Level;14;14;0
15234;EM Damage Resistance Bonus;0;0;0
15234;Explosive Damage Resistance Bonus;-46;0;-46
15234;Kinetic Damage Resistance Bonus;0;0;0
15234;Thermal Damage Resistance Bonus;0;0;0
15725;Structure Hitpoints;40;40;0
15725;Powergrid Usage;1;1;0
15725;CPU usage;25;25;0
15725;Armor Hitpoint Bonus;1;0;1
15725;Primary Skill required;3394;3394;0
15725;Tech Level;1;1;0
15725;Meta Level;9;9;0
15725;EM Damage Resistance Bonus;0;0;0
15725;Explosive Damage Resistance Bonus;-40;0;-40
15725;Kinetic Damage Resistance Bonus;0;0;0
15725;Thermal Damage Resistance Bonus;0;0;0
15735;Structure Hitpoints;40;40;0
15735;Powergrid Usage;1;1;0
15735;CPU usage;25;25;0
15735;Armor Hitpoint Bonus;1;0;1
15735;Primary Skill required;3394;3394;0
15735;Tech Level;1;1;0
15735;Meta Level;8;8;0
15735;EM Damage Resistance Bonus;0;0;0
15735;Explosive Damage Resistance Bonus;-37,5;0;-37,5
15735;Kinetic Damage Resistance Bonus;0;0;0
15735;Thermal Damage Resistance Bonus;0;0;0
15212;Structure Hitpoints;40;40;0
15212;Powergrid Usage;1;1;0
15212;CPU usage;28;28;0
15212;Armor Hitpoint Bonus;1;0;1
15212;Primary Skill required;3394;3394;0
15212;Tech Level;1;1;0
15212;Meta Level;11;11;0
15212;EM Damage Resistance Bonus;0;0;0
15212;Explosive Damage Resistance Bonus;0;0;0
15212;Kinetic Damage Resistance Bonus;0;0;0
15212;Thermal Damage Resistance Bonus;-41,5;0;-41,5
15214;Structure Hitpoints;40;40;0
15214;Powergrid Usage;1;1;0
15214;CPU usage;30;30;0
15214;Armor Hitpoint Bonus;1;0;1
15214;Primary Skill required;3394;3394;0
15214;Tech Level;1;1;0
15214;Meta Level;12;12;0
15214;EM Damage Resistance Bonus;0;0;0
15214;Explosive Damage Resistance Bonus;0;0;0
15214;Kinetic Damage Resistance Bonus;0;0;0
15214;Thermal Damage Resistance Bonus;-43;0;-43
15216;Structure Hitpoints;40;40;0
15216;Powergrid Usage;1;1;0
15216;CPU usage;32;32;0
15216;Armor Hitpoint Bonus;1;0;1
15216;Primary Skill required;3394;3394;0
15216;Tech Level;1;1;0
15216;Meta Level;13;13;0
15216;EM Damage Resistance Bonus;0;0;0
15216;Explosive Damage Resistance Bonus;0;0;0
15216;Kinetic Damage Resistance Bonus;0;0;0
15216;Thermal Damage Resistance Bonus;-44,5;0;-44,5
15218;Structure Hitpoints;40;40;0
15218;Powergrid Usage;1;1;0
15218;CPU usage;25;25;0
15218;Armor Hitpoint Bonus;1;0;1
15218;Primary Skill required;3394;3394;0
15218;Tech Level;1;1;0
15218;Meta Level;14;14;0
15218;EM Damage Resistance Bonus;0;0;0
15218;Explosive Damage Resistance Bonus;0;0;0
15218;Kinetic Damage Resistance Bonus;0;0;0
15218;Thermal Damage Resistance Bonus;-46;0;-46
15453;Structure Hitpoints;40;40;0
15453;Powergrid Usage;1;1;0
15453;CPU usage;34;34;0
15453;Armor Hitpoint Bonus;1;0;1
15453;Primary Skill required;3394;3394;0
15453;Tech Level;1;1;0
15453;Meta Level;14;14;0
15453;EM Damage Resistance Bonus;0;0;0
15453;Explosive Damage Resistance Bonus;0;0;0
15453;Kinetic Damage Resistance Bonus;0;0;0
15453;Thermal Damage Resistance Bonus;-50;0;-50
15721;Structure Hitpoints;40;40;0
15721;Powergrid Usage;1;1;0
15721;CPU usage;25;25;0
15721;Armor Hitpoint Bonus;1;0;1
15721;Primary Skill required;3394;3394;0
15721;Tech Level;1;1;0
15721;Meta Level;9;9;0
15721;EM Damage Resistance Bonus;0;0;0
15721;Explosive Damage Resistance Bonus;0;0;0
15721;Kinetic Damage Resistance Bonus;0;0;0
15721;Thermal Damage Resistance Bonus;-40;0;-40
15731;Structure Hitpoints;40;40;0
15731;Powergrid Usage;1;1;0
15731;CPU usage;25;25;0
15731;Armor Hitpoint Bonus;1;0;1
15731;Primary Skill required;3394;3394;0
15731;Tech Level;1;1;0
15731;Meta Level;8;8;0
15731;EM Damage Resistance Bonus;0;0;0
15731;Explosive Damage Resistance Bonus;0;0;0
15731;Kinetic Damage Resistance Bonus;0;0;0
15731;Thermal Damage Resistance Bonus;-37,5;0;-37,5
15220;Structure Hitpoints;40;40;0
15220;Powergrid Usage;1;1;0
15220;CPU usage;34;34;0
15220;Armor Hitpoint Bonus;1;0;1
15220;Primary Skill required;3394;3394;0
15220;Tech Level;1;1;0
15220;Meta Level;11;11;0
15220;EM Damage Resistance Bonus;-41,5;0;-41,5
15220;Explosive Damage Resistance Bonus;0;0;0
15220;Kinetic Damage Resistance Bonus;0;0;0
15220;Thermal Damage Resistance Bonus;0;0;0
15222;Structure Hitpoints;40;40;0
15222;Powergrid Usage;1;1;0
15222;CPU usage;30;30;0
15222;Armor Hitpoint Bonus;1;0;1
15222;Primary Skill required;3394;3394;0
15222;Tech Level;1;1;0
15222;Meta Level;12;12;0
15222;EM Damage Resistance Bonus;-43;0;-43
15222;Explosive Damage Resistance Bonus;0;0;0
15222;Kinetic Damage Resistance Bonus;0;0;0
15222;Thermal Damage Resistance Bonus;0;0;0
15224;Structure Hitpoints;40;40;0
15224;Powergrid Usage;1;1;0
15224;CPU usage;32;32;0
15224;Armor Hitpoint Bonus;1;0;1
15224;Primary Skill required;3394;3394;0
15224;Tech Level;1;1;0
15224;Meta Level;13;13;0
15224;EM Damage Resistance Bonus;-44,5;0;-44,5
15224;Explosive Damage Resistance Bonus;0;0;0
15224;Kinetic Damage Resistance Bonus;0;0;0
15224;Thermal Damage Resistance Bonus;0;0;0
15226;Structure Hitpoints;40;40;0
15226;Powergrid Usage;1;1;0
15226;CPU usage;34;34;0
15226;Armor Hitpoint Bonus;1;0;1
15226;Primary Skill required;3394;3394;0
15226;Tech Level;1;1;0
15226;Meta Level;14;14;0
15226;EM Damage Resistance Bonus;-46;0;-46
15226;Explosive Damage Resistance Bonus;0;0;0
15226;Kinetic Damage Resistance Bonus;0;0;0
15226;Thermal Damage Resistance Bonus;0;0;0
15723;Structure Hitpoints;40;40;0
15723;Powergrid Usage;1;1;0
15723;CPU usage;25;25;0
15723;Armor Hitpoint Bonus;1;0;1
15723;Primary Skill required;3394;3394;0
15723;Tech Level;1;1;0
15723;Meta Level;9;9;0
15723;EM Damage Resistance Bonus;-40;0;-40
15723;Explosive Damage Resistance Bonus;0;0;0
15723;Kinetic Damage Resistance Bonus;0;0;0
15723;Thermal Damage Resistance Bonus;0;0;0
15733;Structure Hitpoints;40;40;0
15733;Powergrid Usage;1;1;0
15733;CPU usage;25;25;0
15733;Armor Hitpoint Bonus;1;0;1
15733;Primary Skill required;3394;3394;0
15733;Tech Level;1;1;0
15733;Meta Level;8;8;0
15733;EM Damage Resistance Bonus;-37,5;0;-37,5
15733;Explosive Damage Resistance Bonus;0;0;0
15733;Kinetic Damage Resistance Bonus;0;0;0
15733;Thermal Damage Resistance Bonus;0;0;0
15236;Structure Hitpoints;40;40;0
15236;Powergrid Usage;1;1;0
15236;CPU usage;28;28;0
15236;Armor Hitpoint Bonus;1;0;1
15236;Primary Skill required;3394;3394;0
15236;Tech Level;1;1;0
15236;Meta Level;11;11;0
15236;EM Damage Resistance Bonus;0;0;0
15236;Explosive Damage Resistance Bonus;0;0;0
15236;Kinetic Damage Resistance Bonus;-41,5;0;-41,5
15236;Thermal Damage Resistance Bonus;0;0;0
15238;Structure Hitpoints;40;40;0
15238;Powergrid Usage;1;1;0
15238;CPU usage;30;30;0
15238;Armor Hitpoint Bonus;1;0;1
15238;Primary Skill required;3394;3394;0
15238;Tech Level;1;1;0
15238;Meta Level;12;12;0
15238;EM Damage Resistance Bonus;0;0;0
15238;Explosive Damage Resistance Bonus;0;0;0
15238;Kinetic Damage Resistance Bonus;-43;0;-43
15238;Thermal Damage Resistance Bonus;0;0;0
15240;Structure Hitpoints;40;40;0
15240;Powergrid Usage;1;1;0
15240;CPU usage;32;32;0
15240;Armor Hitpoint Bonus;1;0;1
15240;Primary Skill required;3394;3394;0
15240;Tech Level;1;1;0
15240;Meta Level;13;13;0
15240;EM Damage Resistance Bonus;0;0;0
15240;Explosive Damage Resistance Bonus;0;0;0
15240;Kinetic Damage Resistance Bonus;-44,5;0;-44,5
15240;Thermal Damage Resistance Bonus;0;0;0
15242;Structure Hitpoints;40;40;0
15242;Powergrid Usage;1;1;0
15242;CPU usage;34;34;0
15242;Armor Hitpoint Bonus;1;0;1
15242;Primary Skill required;3394;3394;0
15242;Tech Level;1;1;0
15242;Meta Level;14;14;0
15242;EM Damage Resistance Bonus;0;0;0
15242;Explosive Damage Resistance Bonus;0;0;0
15242;Kinetic Damage Resistance Bonus;-46;0;-46
15242;Thermal Damage Resistance Bonus;0;0;0
15727;Structure Hitpoints;40;40;0
15727;Powergrid Usage;1;1;0
15727;CPU usage;25;25;0
15727;Armor Hitpoint Bonus;1;0;1
15727;Primary Skill required;3394;3394;0
15727;Tech Level;1;1;0
15727;Meta Level;9;9;0
15727;EM Damage Resistance Bonus;0;0;0
15727;Explosive Damage Resistance Bonus;0;0;0
15727;Kinetic Damage Resistance Bonus;-40;0;-40
15727;Thermal Damage Resistance Bonus;0;0;0
15737;Structure Hitpoints;40;40;0
15737;Powergrid Usage;1;1;0
15737;CPU usage;25;25;0
15737;Armor Hitpoint Bonus;1;0;1
15737;Primary Skill required;3394;3394;0
15737;Tech Level;1;1;0
15737;Meta Level;8;8;0
15737;EM Damage Resistance Bonus;0;0;0
15737;Explosive Damage Resistance Bonus;0;0;0
15737;Kinetic Damage Resistance Bonus;-37,5;0;-37,5
15737;Thermal Damage Resistance Bonus;0;0;0
15204;Structure Hitpoints;40;40;0
15204;Powergrid Usage;1;1;0
15204;CPU usage;33;33;0
15204;Armor Hitpoint Bonus;1;0;1
15204;Primary Skill required;3394;3394;0
15204;Tech Level;1;1;0
15204;Meta Level;11;11;0
15204;EM Damage Resistance Bonus;-24,4375;0;-24,4375
15204;Explosive Damage Resistance Bonus;-24,4375;0;-24,4375
15204;Kinetic Damage Resistance Bonus;-24,4375;0;-24,4375
15204;Thermal Damage Resistance Bonus;-24,4375;0;-24,4375
15206;Structure Hitpoints;40;40;0
15206;Powergrid Usage;1;1;0
15206;CPU usage;36;36;0
15206;Armor Hitpoint Bonus;1;0;1
15206;Primary Skill required;3394;3394;0
15206;Tech Level;1;1;0
15206;Meta Level;12;12;0
15206;EM Damage Resistance Bonus;-26,375;0;-26,375
15206;Explosive Damage Resistance Bonus;-26,375;0;-26,375
15206;Kinetic Damage Resistance Bonus;-26,375;0;-26,375
15206;Thermal Damage Resistance Bonus;-26,375;0;-26,375
15208;Structure Hitpoints;40;40;0
15208;Powergrid Usage;1;1;0
15208;CPU usage;38;38;0
15208;Armor Hitpoint Bonus;1;0;1
15208;Primary Skill required;3394;3394;0
15208;Tech Level;1;1;0
15208;Meta Level;13;13;0
15208;EM Damage Resistance Bonus;-28,3125;0;-28,3125
15208;Explosive Damage Resistance Bonus;-28,3125;0;-28,3125
15208;Kinetic Damage Resistance Bonus;-28,3125;0;-28,3125
15208;Thermal Damage Resistance Bonus;-28,3125;0;-28,3125
15210;Structure Hitpoints;40;40;0
15210;Powergrid Usage;1;1;0
15210;CPU usage;40;40;0
15210;Armor Hitpoint Bonus;1;0;1
15210;Primary Skill required;3394;3394;0
15210;Tech Level;1;1;0
15210;Meta Level;14;14;0
15210;EM Damage Resistance Bonus;-30,25;0;-30,25
15210;Explosive Damage Resistance Bonus;-30,25;0;-30,25
15210;Kinetic Damage Resistance Bonus;-30,25;0;-30,25
15210;Thermal Damage Resistance Bonus;-30,25;0;-30,25
15455;Structure Hitpoints;40;40;0
15455;Powergrid Usage;1;1;0
15455;CPU usage;40;40;0
15455;Armor Hitpoint Bonus;1;0;1
15455;Primary Skill required;3394;3394;0
15455;Tech Level;1;1;0
15455;Meta Level;14;14;0
15455;EM Damage Resistance Bonus;-30,3;0;-30,3
15455;Explosive Damage Resistance Bonus;-30,3;0;-30,3
15455;Kinetic Damage Resistance Bonus;-30,3;0;-30,3
15455;Thermal Damage Resistance Bonus;-30,3;0;-30,3
15729;Structure Hitpoints;40;40;0
15729;Powergrid Usage;1;1;0
15729;CPU usage;30;30;0
15729;Armor Hitpoint Bonus;1;0;1
15729;Primary Skill required;3394;3394;0
15729;Tech Level;1;1;0
15729;Meta Level;9;9;0
15729;EM Damage Resistance Bonus;-22,5;0;-22,5
15729;Explosive Damage Resistance Bonus;-22,5;0;-22,5
15729;Kinetic Damage Resistance Bonus;-22,5;0;-22,5
15729;Thermal Damage Resistance Bonus;-22,5;0;-22,5
15739;Structure Hitpoints;40;40;0
15739;Powergrid Usage;1;1;0
15739;CPU usage;30;30;0
15739;Armor Hitpoint Bonus;1;0;1
15739;Primary Skill required;3394;3394;0
15739;Tech Level;1;1;0
15739;Meta Level;8;8;0
15739;EM Damage Resistance Bonus;-20;0;-20
15739;Explosive Damage Resistance Bonus;-20;0;-20
15739;Kinetic Damage Resistance Bonus;-20;0;-20
15739;Thermal Damage Resistance Bonus;-20;0;-20
15913;Structure Hitpoints;40;40;0
15913;Powergrid Usage;1;1;0
15913;CPU usage;28;0;28
15913;Shield Hitpoint Bonus;0;0;0
15913;Primary Skill required;3425;3425;0
15913;Tech Level;1;1;0
15913;Meta Level;9;9;0
15913;EM Damage Resistance Bonus;0;0;0
15913;Explosive Damage Resistance Bonus;0;0;0
15913;Kinetic Damage Resistance Bonus;0;0;0
15913;Thermal Damage Resistance Bonus;-39,4;0;-39,4
15921;Structure Hitpoints;40;40;0
15921;Powergrid Usage;1;1;0
15921;CPU usage;26;0;26
15921;Shield Hitpoint Bonus;0;0;0
15921;Primary Skill required;3425;3425;0
15921;Tech Level;1;1;0
15921;Meta Level;8;8;0
15921;EM Damage Resistance Bonus;0;0;0
15921;Explosive Damage Resistance Bonus;0;0;0
15921;Kinetic Damage Resistance Bonus;0;0;0
15921;Thermal Damage Resistance Bonus;-37,5;0;-37,5
15911;Structure Hitpoints;40;40;0
15911;Powergrid Usage;1;1;0
15911;CPU usage;28;0;28
15911;Shield Hitpoint Bonus;0;0;0
15911;Primary Skill required;3425;3425;0
15911;Tech Level;1;1;0
15911;Meta Level;9;9;0
15911;EM Damage Resistance Bonus;0;0;0
15911;Explosive Damage Resistance Bonus;0;0;0
15911;Kinetic Damage Resistance Bonus;-39,4;0;-39,4
15911;Thermal Damage Resistance Bonus;0;0;0
15919;Structure Hitpoints;40;40;0
15919;Powergrid Usage;1;1;0
15919;CPU usage;26;0;26
15919;Shield Hitpoint Bonus;0;0;0
15919;Primary Skill required;3425;3425;0
15919;Tech Level;1;1;0
15919;Meta Level;8;8;0
15919;EM Damage Resistance Bonus;0;0;0
15919;Explosive Damage Resistance Bonus;0;0;0
15919;Kinetic Damage Resistance Bonus;-37,5;0;-37,5
15919;Thermal Damage Resistance Bonus;0;0;0
15915;Structure Hitpoints;40;40;0
15915;Powergrid Usage;1;1;0
15915;CPU usage;28;0;28
15915;Shield Hitpoint Bonus;0;0;0
15915;Primary Skill required;3425;3425;0
15915;Tech Level;1;1;0
15915;Meta Level;9;9;0
15915;EM Damage Resistance Bonus;0;0;0
15915;Explosive Damage Resistance Bonus;-39,4;0;-39,4
15915;Kinetic Damage Resistance Bonus;0;0;0
15915;Thermal Damage Resistance Bonus;0;0;0
15923;Structure Hitpoints;40;40;0
15923;Powergrid Usage;1;1;0
15923;CPU usage;26;0;26
15923;Shield Hitpoint Bonus;0;0;0
15923;Primary Skill required;3425;3425;0
15923;Tech Level;1;1;0
15923;Meta Level;8;8;0
15923;EM Damage Resistance Bonus;0;0;0
15923;Explosive Damage Resistance Bonus;-37,5;0;-37,5
15923;Kinetic Damage Resistance Bonus;0;0;0
15923;Thermal Damage Resistance Bonus;0;0;0
15909;Structure Hitpoints;40;40;0
15909;Powergrid Usage;1;1;0
15909;CPU usage;28;0;28
15909;Shield Hitpoint Bonus;0;0;0
15909;Primary Skill required;3425;3425;0
15909;Tech Level;1;1;0
15909;Meta Level;9;9;0
15909;EM Damage Resistance Bonus;-39,4;0;-39,4
15909;Explosive Damage Resistance Bonus;0;0;0
15909;Kinetic Damage Resistance Bonus;0;0;0
15909;Thermal Damage Resistance Bonus;0;0;0
15917;Structure Hitpoints;40;40;0
15917;Powergrid Usage;1;1;0
15917;CPU usage;26;0;26
15917;Shield Hitpoint Bonus;0;0;0
15917;Primary Skill required;3425;3425;0
15917;Tech Level;1;1;0
15917;Meta Level;8;8;0
15917;EM Damage Resistance Bonus;-37,5;0;-37,5
15917;Explosive Damage Resistance Bonus;0;0;0
15917;Kinetic Damage Resistance Bonus;0;0;0
15917;Thermal Damage Resistance Bonus;0;0;0
15747;Activation Cost;45;0;45
15747;Structure Hitpoints;40;40;0
15747;Maximum Velocity Bonus;512;0;512
15747;Powergrid Usage;17;17;0
15747;CPU usage;25;25;0
15747;Activation time / duration;10000;0;10000
15747;Capacitor Capacity Bonus;0,9;0;0,9
15747;Primary Skill required;3454;3454;0
15747;Tech Level;1;1;0
15747;Signature Radius Modifier;450;0;450
15747;Thrust;1500000;1500000;0
15747;Meta Level;8;0;8
15747;Reactivation Delay;0;0;0
15747;Mass Addition;500000;0;500000
15747;Heat Damage;19;0;19
15747;Required Thermodynamics Level;1;1;0
15747;Overload Speed Bonus;50;50;0
15751;Activation Cost;180;0;180
15751;Structure Hitpoints;40;40;0
15751;Maximum Velocity Bonus;512;0;512
15751;Powergrid Usage;165;0;165
15751;CPU usage;50;50;0
15751;Activation time / duration;10000;0;10000
15751;Capacitor Capacity Bonus;0,9;0;0,9
15751;Primary Skill required;3454;3454;0
15751;Tech Level;1;1;0
15751;Signature Radius Modifier;450;0;450
15751;Thrust;15000000;15000000;0
15751;Meta Level;8;0;8
15751;Reactivation Delay;0;0;0
15751;Mass Addition;5000000;0;5000000
15751;Heat Damage;11,4;0;11,4
15751;Required Thermodynamics Level;1;1;0
15751;Overload Speed Bonus;50;50;0
15755;Activation Cost;320;0;320
15755;Structure Hitpoints;40;40;0
15755;Maximum Velocity Bonus;512;0;512
15755;Powergrid Usage;1375;1375;0
15755;CPU usage;75;75;0
15755;Activation time / duration;10000;0;10000
15755;Capacitor Capacity Bonus;0,9;0;0,9
15755;Primary Skill required;3454;3454;0
15755;Tech Level;1;1;0
15755;Signature Radius Modifier;450;0;450
15755;Thrust;150000000;150000000;0
15755;Meta Level;8;0;8
15755;Reactivation Delay;0;0;0
15755;Mass Addition;50000000;0;50000000
15755;Heat Damage;8,2;0;8,2
15755;Required Thermodynamics Level;1;1;0
15755;Overload Speed Bonus;50;50;0
15759;Activation Cost;40;0;40
15759;Structure Hitpoints;40;40;0
15759;Maximum Velocity Bonus;512;0;512
15759;Powergrid Usage;15;15;0
15759;CPU usage;28;28;0
15759;Activation time / duration;10000;0;10000
15759;Capacitor Capacity Bonus;0,9;0;0,9
15759;Primary Skill required;3454;3454;0
15759;Tech Level;1;1;0
15759;Signature Radius Modifier;475;0;475
15759;Thrust;1500000;1500000;0
15759;Meta Level;8;0;8
15759;Reactivation Delay;0;0;0
15759;Mass Addition;500000;0;500000
15759;Heat Damage;19;0;19
15759;Required Thermodynamics Level;1;1;0
15759;Overload Speed Bonus;50;50;0
15764;Activation Cost;160;0;160
15764;Structure Hitpoints;40;40;0
15764;Maximum Velocity Bonus;512;0;512
15764;Powergrid Usage;150;150;0
15764;CPU usage;55;55;0
15764;Activation time / duration;10000;0;10000
15764;Capacitor Capacity Bonus;0,9;0;0,9
15764;Primary Skill required;3454;3454;0
15764;Tech Level;1;1;0
15764;Signature Radius Modifier;475;0;475
15764;Thrust;15000000;15000000;0
15764;Meta Level;8;0;8
15764;Reactivation Delay;0;0;0
15764;Mass Addition;5000000;0;5000000
15764;Heat Damage;11,4;0;11,4
15764;Required Thermodynamics Level;1;1;0
15764;Overload Speed Bonus;50;50;0
15768;Activation Cost;280;0;280
15768;Structure Hitpoints;40;40;0
15768;Maximum Velocity Bonus;512;0;512
15768;Powergrid Usage;1250;1250;0
15768;CPU usage;83;83;0
15768;Activation time / duration;10000;0;10000
15768;Capacitor Capacity Bonus;0,9;0;0,9
15768;Primary Skill required;3454;3454;0
15768;Tech Level;1;1;0
15768;Signature Radius Modifier;475;0;475
15768;Thrust;150000000;150000000;0
15768;Meta Level;8;0;8
15768;Reactivation Delay;0;0;0
15768;Mass Addition;50000000;0;50000000
15768;Heat Damage;8,2;0;8,2
15768;Required Thermodynamics Level;1;1;0
15768;Overload Speed Bonus;50;50;0
15927;Activation Cost;12;12;0
15927;Structure Hitpoints;40;40;0
15927;Powergrid Usage;5;5;0
15927;CPU usage;20;20;0
15927;Activation time / duration;10000;0;10000
15927;Area of effect radius;2500;2500;0
15927;Kinetic damage;31;31;0
15927;Primary Skill required;3421;3421;0
15927;Tech Level;1;1;0
15927;Meta Level;9;0;9
15927;Overload duration bonus;-15;0;-15
15927;Heat Damage;6,7;0;6,7
15927;Required Thermodynamics Level;1;0;1
15933;Activation Cost;12;12;0
15933;Structure Hitpoints;40;40;0
15933;Powergrid Usage;5;5;0
15933;CPU usage;20;20;0
15933;Activation time / duration;10000;0;10000
15933;Area of effect radius;2600;2600;0
15933;Explosive damage;33;33;0
15933;Primary Skill required;3421;3421;0
15933;Tech Level;1;1;0
15933;Meta Level;9;0;9
15933;Overload duration bonus;-15;0;-15
15933;Heat Damage;6,7;0;6,7
15933;Required Thermodynamics Level;1;0;1
15943;Activation Cost;10;10;0
15943;Structure Hitpoints;40;40;0
15943;Powergrid Usage;5;5;0
15943;CPU usage;20;20;0
15943;Activation time / duration;10000;0;10000
15943;Area of effect radius;3000;3000;0
15943;EM damage;38;38;0
15943;Primary Skill required;3421;3421;0
15943;Tech Level;1;1;0
15943;Meta Level;9;9;0
15943;Overload duration bonus;-15;0;-15
15943;Heat Damage;6,7;0;6,7
15943;Required Thermodynamics Level;1;0;1
15951;Activation Cost;11;11;0
15951;Structure Hitpoints;40;40;0
15951;Powergrid Usage;5;5;0
15951;CPU usage;20;20;0
15951;Activation time / duration;10000;0;10000
15951;Area of effect radius;2700;2700;0
15951;Thermal damage;34;34;0
15951;Primary Skill required;3421;3421;0
15951;Tech Level;1;1;0
15951;Meta Level;9;0;9
15951;Overload duration bonus;-15;0;-15
15951;Heat Damage;6,7;0;6,7
15951;Required Thermodynamics Level;1;0;1
15959;Activation Cost;10;10;0
15959;Structure Hitpoints;40;40;0
15959;Powergrid Usage;5;5;0
15959;CPU usage;20;20;0
15959;Activation time / duration;10000;0;10000
15959;Area of effect radius;3000;3000;0
15959;EM damage;38;38;0
15959;Primary Skill required;3421;3421;0
15959;Tech Level;1;1;0
15959;Meta Level;9;9;0
15959;Overload duration bonus;-15;0;-15
15959;Heat Damage;6,7;0;6,7
15959;Required Thermodynamics Level;1;0;1
15152;Activation Cost;140;140;0
15152;Structure Hitpoints;40;40;0
15152;Powergrid Usage;1500;1500;0
15152;CPU usage;80;80;0
15152;Activation time / duration;10000;0;10000
15152;Area of effect radius;7425;7425;0
15152;EM damage;0;0;0
15152;Explosive damage;0;0;0
15152;Kinetic damage;0;0;0
15152;Thermal damage;372;372;0
15152;Primary Skill required;3421;3421;0
15152;Tech Level;1;1;0
15152;Meta Level;11;11;0
15152;Overload duration bonus;-15;0;-15
15152;Heat Damage;6,7;0;6,7
15152;Required Thermodynamics Level;1;0;1
15154;Activation Cost;140;140;0
15154;Structure Hitpoints;40;40;0
15154;Powergrid Usage;1750;1750;0
15154;CPU usage;80;80;0
15154;Activation time / duration;10000;0;10000
15154;Area of effect radius;8100;8100;0
15154;EM damage;0;0;0
15154;Explosive damage;0;0;0
15154;Kinetic damage;0;0;0
15154;Thermal damage;405;405;0
15154;Primary Skill required;3421;3421;0
15154;Tech Level;1;1;0
15154;Meta Level;12;12;0
15154;Overload duration bonus;-15;0;-15
15154;Heat Damage;6,7;0;6,7
15154;Required Thermodynamics Level;1;0;1
15156;Activation Cost;140;140;0
15156;Structure Hitpoints;40;40;0
15156;Powergrid Usage;2000;2000;0
15156;CPU usage;80;80;0
15156;Activation time / duration;10000;0;10000
15156;Area of effect radius;8775;8775;0
15156;EM damage;0;0;0
15156;Explosive damage;0;0;0
15156;Kinetic damage;0;0;0
15156;Thermal damage;440;440;0
15156;Primary Skill required;3421;3421;0
15156;Tech Level;1;1;0
15156;Meta Level;13;13;0
15156;Overload duration bonus;-15;0;-15
15156;Heat Damage;6,7;0;6,7
15156;Required Thermodynamics Level;1;0;1
15158;Activation Cost;140;140;0
15158;Structure Hitpoints;40;40;0
15158;Powergrid Usage;2250;2250;0
15158;CPU usage;80;80;0
15158;Activation time / duration;10000;0;10000
15158;Area of effect radius;9450;9450;0
15158;EM damage;0;0;0
15158;Explosive damage;0;0;0
15158;Kinetic damage;0;0;0
15158;Thermal damage;473;473;0
15158;Primary Skill required;3421;3421;0
15158;Tech Level;1;1;0
15158;Meta Level;14;14;0
